Stock Name,Ticker,Trendlyne ID,Research Report URL,MarketCap,Industry Name,Sector Name,BSE Ticker
Astrazeneca Pharma India Ltd,ASTRAZEN,124,https://trendlyne.com/research-reports/stock/124/ASTRAZEN/,1.96E+11,,,
Sagility Ltd,SAGILITY,2757688,https://trendlyne.com/research-reports/stock/2757688/SAGILITY/,1.95E+11,Misc. Commercial Services,Commercial Services & Supplies,544282
Sumitomo Chemical India Ltd,SUMICHEM,182906,https://trendlyne.com/research-reports/stock/182906/SUMICHEM/,1.91E+11,Agrochemicals,Chemicals & Petrochemicals,542920
Aadhar Housing Finance Ltd,AADHARHFC,2249184,https://trendlyne.com/research-reports/stock/2249184/AADHARHFC/,1.91E+11,Housing Finance,Banking and Finance,544176
Kpit Technologies Ltd,KPITTECH,141324,https://trendlyne.com/research-reports/stock/141324/KPITTECH/,1.91E+11,IT Consulting & Software,Software & Services,542651
Piramal Pharma Ltd,PPLPHARMA,1093348,https://trendlyne.com/research-reports/stock/1093348/PPLPHARMA/,1.89E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,543635
Kalpataru Projects International Ltd,KPIL,712,https://trendlyne.com/research-reports/stock/712/KPIL/,1.89E+11,Construction & Engineering,Cement and Construction,522287
Creditaccess Grameen Ltd,CREDITACC,100478,https://trendlyne.com/research-reports/stock/100478/CREDITACC/,1.89E+11,Microfinance Institutions,Banking and Finance,541770
Aegis Vopak Terminals Ltd,AEGISVOPAK,3113228,https://trendlyne.com/research-reports/stock/3113228/AEGISVOPAK/,1.88E+11,Marine Port & Services,Transportation,544407
Deepak Nitrite Ltd,DEEPAKNTR,318,https://trendlyne.com/research-reports/stock/318/DEEPAKNTR/,1.88E+11,,,
Gkb Ophthalmics Ltd,GKB,461,https://trendlyne.com/research-reports/stock/461/GKB/,0,,,
Urban Company Ltd,URBANCO,3246538,https://trendlyne.com/research-reports/stock/3246538/URBANCO/,1.88E+11,Special Consumer Services,Diversified Consumer Services,544515
Rbl Bank Ltd,RBLBANK,4685,https://trendlyne.com/research-reports/stock/4685/RBLBANK/,1.86E+11,Banks,Banking and Finance,540065
Godawari Power Ispat Ltd,GPIL,486,https://trendlyne.com/research-reports/stock/486/GPIL/,1.86E+11,Iron & Steel/Interm.Products,Metals & Mining,532734
Atul Ltd,ATUL,129,https://trendlyne.com/research-reports/stock/129/ATUL/,1.85E+11,,,
Gujarat Mineral Development Corporation Ltd,GMDCLTD,471,https://trendlyne.com/research-reports/stock/471/GMDCLTD/,1.85E+11,Coal & Mining,Metals & Mining,532181
Global Offshore Services Ltd,GLOBOFFS,467,https://trendlyne.com/research-reports/stock/467/GLOBOFFS/,0,,,
Hbl Engineering Ltd,HBLENGINE,526,https://trendlyne.com/research-reports/stock/526/HBLENGINE/,1.85E+11,,,
Iifl Finance Ltd,IIFL,598,https://trendlyne.com/research-reports/stock/598/IIFL/,1.85E+11,Other Financial Services,Banking and Finance,532636
Eris Lifesciences Ltd,ERIS,54899,https://trendlyne.com/research-reports/stock/54899/ERIS/,1.85E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,540596
Natco Pharma Ltd,NATCOPHARM,908,https://trendlyne.com/research-reports/stock/908/NATCOPHARM/,1.84E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,524816
Sarda Energy Minerals Ltd,SARDAEN,1184,https://trendlyne.com/research-reports/stock/1184/SARDAEN/,1.83E+11,,,
Chambal Fertilisers Chemicals Ltd,CHAMBLFERT,258,https://trendlyne.com/research-reports/stock/258/CHAMBLFERT/,1.81E+11,,,
Eih Ltd,EIHOTEL,363,https://trendlyne.com/research-reports/stock/363/EIHOTEL/,1.80E+11,,,
Netweb Technologies India Ltd,NETWEB,1544933,https://trendlyne.com/research-reports/stock/1544933/NETWEB/,1.80E+11,IT Consulting & Software,Software & Services,543945
City Union Bank Ltd,CUB,295,https://trendlyne.com/research-reports/stock/295/CUB/,1.79E+11,Banks,Banking and Finance,532210
Dcm Shriram Ltd,DCMSHRIRAM,313,https://trendlyne.com/research-reports/stock/313/DCMSHRIRAM/,1.76E+11,Diversified,Diversified,523367
Castrol India Ltd,CASTROLIND,241,https://trendlyne.com/research-reports/stock/241/CASTROLIND/,1.76E+11,,,
Jyoti Cnc Automation Ltd,JYOTICNC,1873481,https://trendlyne.com/research-reports/stock/1873481/JYOTICNC/,1.76E+11,Industrial Machinery,General Industrials,544081
Pine Labs Ltd,PINELABS,3317555,https://trendlyne.com/research-reports/stock/3317555/PINELABS/,1.75E+11,Internet Software & Services,Software & Services,544606
Emami Ltd,EMAMILTD,374,https://trendlyne.com/research-reports/stock/374/EMAMILTD/,1.74E+11,Personal Products,FMCG,531162
Cie Automotive India Ltd,CIEINDIA,816,https://trendlyne.com/research-reports/stock/816/CIEINDIA/,1.73E+11,Auto Parts & Equipment,Automobiles & Auto Components,532756
Acutaas Chemicals Ltd,ACUTAAS,644637,https://trendlyne.com/research-reports/stock/644637/ACUTAAS/,1.73E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,543349
National Securities Depository Ltd,NSDL,3196098,https://trendlyne.com/research-reports/stock/3196098/NSDL/,1.72E+11,Other Financial Services,Banking and Finance,544467
Data Patterns India Ltd,DATAPATTNS,755079,https://trendlyne.com/research-reports/stock/755079/DATAPATTNS/,1.71E+11,Aerospace & Defence,General Industrials,543428
Sammaan Capital Ltd,SAMMAANCAP,582,https://trendlyne.com/research-reports/stock/582/SAMMAANCAP/,1.70E+11,Housing Finance,Banking and Finance,535789
Belrise Industries Ltd,BELRISE,3104419,https://trendlyne.com/research-reports/stock/3104419/BELRISE/,1.70E+11,Auto Parts & Equipment,Automobiles & Auto Components,544405
Travel Food Services Ltd,TRAVELFOOD,3157934,https://trendlyne.com/research-reports/stock/3157934/TRAVELFOOD/,1.69E+11,Restaurants,Hotels Restaurants & Tourism,544443
Brigade Enterprises Ltd,BRIGADE,219,https://trendlyne.com/research-reports/stock/219/BRIGADE/,1.68E+11,Realty,Realty,532929
Acme Solar Holdings Ltd,ACMESOLAR,2759890,https://trendlyne.com/research-reports/stock/2759890/ACMESOLAR/,1.66E+11,Green & Renewable Energy,Utilities,544283
Tata Chemicals Ltd,TATACHEM,1355,https://trendlyne.com/research-reports/stock/1355/TATACHEM/,1.66E+11,,,
Avanti Feeds Ltd,AVANTIFEED,138,https://trendlyne.com/research-reports/stock/138/AVANTIFEED/,1.65E+11,,,
Computer Age Management Services Ltd,CAMS,297909,https://trendlyne.com/research-reports/stock/297909/CAMS/,1.64E+11,Data Processing Services,Software & Services,543232
Carborundum Universal Ltd,CARBORUNIV,238,https://trendlyne.com/research-reports/stock/238/CARBORUNIV/,1.63E+11,,,
Anant Raj Ltd,ANANTRAJ,78,https://trendlyne.com/research-reports/stock/78/ANANTRAJ/,1.63E+11,,,
Craftsman Automation Ltd,CRAFTSMAN,445359,https://trendlyne.com/research-reports/stock/445359/CRAFTSMAN/,1.62E+11,Auto Parts & Equipment,Automobiles & Auto Components,543276
Onesource Specialty Pharma Ltd,ONESOURCE,2948098,https://trendlyne.com/research-reports/stock/2948098/ONESOURCE/,1.61E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,544292
Century Plyboards India Ltd,CENTURYPLY,252,https://trendlyne.com/research-reports/stock/252/CENTURYPLY/,1.61E+11,Forest Products,Forest Materials,532548
Capri Global Capital Ltd,CGCL,257,https://trendlyne.com/research-reports/stock/257/CGCL/,1.60E+11,Finance (including NBFCs),Banking and Finance,531595
Jain Resource Recycling Ltd,JAINREC,3267507,https://trendlyne.com/research-reports/stock/3267507/JAINREC/,1.60E+11,Other Non-Ferrous Metals,Metals & Mining,544537
Gtn Industries Ltd,GTNIND,506,https://trendlyne.com/research-reports/stock/506/GTNIND/,0,,,
Gtn Textiles Ltd,GTNTEX,507,https://trendlyne.com/research-reports/stock/507/GTNTEX/,0,,,
Chalet Hotels Ltd,CHALET,127257,https://trendlyne.com/research-reports/stock/127257/CHALET/,1.60E+11,Hotels,Hotels Restaurants & Tourism,542399
Neuland Laboratories Ltd,NEULANDLAB,933,https://trendlyne.com/research-reports/stock/933/NEULANDLAB/,1.60E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,524558
Punjab Sind Bank,PSB,1079,https://trendlyne.com/research-reports/stock/1079/PSB/,1.59E+11,Banks,Banking and Finance,533295
Nava Ltd,NAVA,917,https://trendlyne.com/research-reports/stock/917/NAVA/,1.59E+11,,,
Ratnamani Metals Tubes Ltd,RATNAMANI,1114,https://trendlyne.com/research-reports/stock/1114/RATNAMANI/,1.58E+11,Iron & Steel/Interm.Products,Metals & Mining,520111
Gujarat State Financial Corporation,GUJSTATFIN,516,https://trendlyne.com/research-reports/stock/516/GUJSTATFIN/,0,,,
Jsw Cement Ltd,JSWCEMENT,3207674,https://trendlyne.com/research-reports/stock/3207674/JSWCEMENT/,1.58E+11,Cement & Cement Products,Cement and Construction,544480
Syngene International Ltd,SYNGENE,1771,https://trendlyne.com/research-reports/stock/1771/SYNGENE/,1.58E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,539268
Sundram Fasteners Ltd,SUNDRMFAST,1313,https://trendlyne.com/research-reports/stock/1313/SUNDRMFAST/,1.58E+11,,,
Redington Ltd,REDINGTON,1120,https://trendlyne.com/research-reports/stock/1120/REDINGTON/,1.57E+11,Commodity Trading  & Distribution,Commercial Services & Supplies,532805
Bikaji Foods International Ltd,BIKAJI,1110875,https://trendlyne.com/research-reports/stock/1110875/BIKAJI/,1.57E+11,Packaged Foods,FMCG,543653
Kfin Technologies Ltd,KFINTECH,1253626,https://trendlyne.com/research-reports/stock/1253626/KFINTECH/,1.56E+11,Other Financial Services,Banking and Finance,543720
Vardhman Textiles Ltd,VTL,1504,https://trendlyne.com/research-reports/stock/1504/VTL/,1.55E+11,,,
Kajaria Ceramics Ltd,KAJARIACER,709,https://trendlyne.com/research-reports/stock/709/KAJARIACER/,1.55E+11,,,
Chennai Petroleum Corporation Ltd,CHENNPETRO,260,https://trendlyne.com/research-reports/stock/260/CHENNPETRO/,1.54E+11,,,
Grindwell Norton Ltd,GRINDWELL,496,https://trendlyne.com/research-reports/stock/496/GRINDWELL/,1.54E+11,,,
Syrma Sgs Technology Ltd,SYRMA,995074,https://trendlyne.com/research-reports/stock/995074/SYRMA/,1.53E+11,Other Electrical Equipment/Products,Consumer Durables,543573
Granules India Ltd,GRANULES,488,https://trendlyne.com/research-reports/stock/488/GRANULES/,1.52E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,532482
Elgi Equipments Ltd,ELGIEQUIP,371,https://trendlyne.com/research-reports/stock/371/ELGIEQUIP/,1.52E+11,Compressors & Pumps,General Industrials,522074
Firstsource Solutions Ltd,FSL,428,https://trendlyne.com/research-reports/stock/428/FSL/,1.52E+11,BPO/KPO,Software & Services,532809
R R Kabel Ltd,RRKABEL,1681351,https://trendlyne.com/research-reports/stock/1681351/RRKABEL/,1.51E+11,Wires & Cables,Consumer Durables,543981
Emmvee Photovoltaic Power Ltd,EMMVEE,3321511,https://trendlyne.com/research-reports/stock/3321511/EMMVEE/,1.51E+11,Other Electrical Equipment/Products,Consumer Durables,544608
Bharat Coking Coal Ltd,BHARATCOAL,3385844,https://trendlyne.com/research-reports/stock/3385844/BHARATCOAL/,1.50E+11,Coal & Mining,Metals & Mining,544678
Crompton Greaves Consumer Electricals Ltd,CROMPTON,2020,https://trendlyne.com/research-reports/stock/2020/CROMPTON/,1.49E+11,Household Appliances,Consumer Durables,539876
Aarti Industries Ltd,AARTIIND,14,https://trendlyne.com/research-reports/stock/14/AARTIIND/,1.48E+11,Specialty Chemicals,Chemicals & Petrochemicals,524208
Triveni Turbine Ltd,TRITURBINE,1418,https://trendlyne.com/research-reports/stock/1418/TRITURBINE/,1.46E+11,Heavy Electrical Equipment,General Industrials,533655
Aether Industries Ltd,AETHER,903803,https://trendlyne.com/research-reports/stock/903803/AETHER/,1.46E+11,Specialty Chemicals,Chemicals & Petrochemicals,543534
Ccl Products India Ltd,CCL,243,https://trendlyne.com/research-reports/stock/243/CCL/,1.46E+11,Tea & Coffee,"Food, Beverages & Tobacco",519600
Ksb Ltd,KSB,768,https://trendlyne.com/research-reports/stock/768/KSB/,1.46E+11,,,
Kansai Nerolac Paints Ltd,KANSAINER,718,https://trendlyne.com/research-reports/stock/718/KANSAINER/,1.44E+11,,,
Anupam Rasayan India Ltd,ANURAS,445360,https://trendlyne.com/research-reports/stock/445360/ANURAS/,1.44E+11,Specialty Chemicals,Chemicals & Petrochemicals,543275
Eid Parry India Ltd,EIDPARRY,361,https://trendlyne.com/research-reports/stock/361/EIDPARRY/,1.44E+11,,,
Basf India Ltd,BASF,166,https://trendlyne.com/research-reports/stock/166/BASF/,1.43E+11,,,
Doms Industries Ltd,DOMS,1819409,https://trendlyne.com/research-reports/stock/1819409/DOMS/,1.43E+11,Commodity Printing/Stationery,Commercial Services & Supplies,544045
Indigrid Infrastructure Trust,INDIGRID,54525,https://trendlyne.com/research-reports/stock/54525/INDIGRID/,1.42E+11,REITs-InvITs,Realty,540565
Ifci Ltd,IFCI,593,https://trendlyne.com/research-reports/stock/593/IFCI/,1.42E+11,,,
Choice International Ltd,CHOICEIN,3559,https://trendlyne.com/research-reports/stock/3559/CHOICEIN/,1.41E+11,Capital Markets,Banking and Finance,531358
Zydus Wellness Ltd,ZYDUSWELL,1550,https://trendlyne.com/research-reports/stock/1550/ZYDUSWELL/,1.41E+11,Packaged Foods,FMCG,531335
V Guard Industries Ltd,VGUARD,1476,https://trendlyne.com/research-reports/stock/1476/VGUARD/,1.41E+11,Household Appliances,Consumer Durables,532953
Kec International Ltd,KEC,727,https://trendlyne.com/research-reports/stock/727/KEC/,1.41E+11,Heavy Electrical Equipment,General Industrials,532714
Leela Palaces Hotels Resorts Ltd,THELEELA,3110331,https://trendlyne.com/research-reports/stock/3110331/THELEELA/,1.39E+11,Hotels,Hotels Restaurants & Tourism,544408
International Gemmological Institute India Ltd,IGIL,2845097,https://trendlyne.com/research-reports/stock/2845097/IGIL/,1.38E+11,Misc. Commercial Services,Commercial Services & Supplies,544311
Supreme Petrochem Ltd,SPLPETRO,1322,https://trendlyne.com/research-reports/stock/1322/SPLPETRO/,1.38E+11,,,
Inox Wind Ltd,INOXWIND,1627,https://trendlyne.com/research-reports/stock/1627/INOXWIND/,1.37E+11,Heavy Electrical Equipment,General Industrials,539083
Canara Hsbc Life Insurance Company Ltd,CANHLIFE,3286107,https://trendlyne.com/research-reports/stock/3286107/CANHLIFE/,1.37E+11,Life Insurance,Banking and Finance,544583
Fractal Analytics Ltd,FRACTAL,3418433,https://trendlyne.com/research-reports/stock/3418433/FRACTAL/,1.36E+11,Internet Software & Services,Software & Services,544700
Akzo Nobel India Ltd,AKZOINDIA,52,https://trendlyne.com/research-reports/stock/52/AKZOINDIA/,1.36E+11,,,
Eclerx Services Ltd,ECLERX,356,https://trendlyne.com/research-reports/stock/356/ECLERX/,1.36E+11,BPO/KPO,Software & Services,532927
Hindustan Organic Chemicals Ltd,HOCL,568,https://trendlyne.com/research-reports/stock/568/HOCL/,0,,,
Ceat Ltd,CEATLTD,244,https://trendlyne.com/research-reports/stock/244/CEATLTD/,1.36E+11,,,
Vinati Organics Ltd,VINATIORGA,1485,https://trendlyne.com/research-reports/stock/1485/VINATIORGA/,1.36E+11,Specialty Chemicals,Chemicals & Petrochemicals,524200
Poly Medicure Ltd,POLYMED,1053,https://trendlyne.com/research-reports/stock/1053/POLYMED/,1.35E+11,Healthcare Supplies,Healthcare,531768
Td Power Systems Ltd,TDPOWERSYS,1373,https://trendlyne.com/research-reports/stock/1373/TDPOWERSYS/,1.35E+11,Heavy Electrical Equipment,General Industrials,533553
Gujarat State Petronet Ltd,GSPL,502,https://trendlyne.com/research-reports/stock/502/GSPL/,1.35E+11,Utilities:Non-Electrical,Utilities,532702
Gallantt Ispat Ltd,GALLANTT,433,https://trendlyne.com/research-reports/stock/433/GALLANTT/,1.34E+11,Iron & Steel/Interm.Products,Metals & Mining,532726
Ventive Hospitality Ltd,VENTIVE,2866111,https://trendlyne.com/research-reports/stock/2866111/VENTIVE/,1.34E+11,Hotels,Hotels Restaurants & Tourism,544321
Lt Foods Ltd,LTFOODS,302,https://trendlyne.com/research-reports/stock/302/LTFOODS/,1.34E+11,Other Agricultural Products,"Food, Beverages & Tobacco",532783
Niva Bupa Health Insurance Company Ltd,NIVABUPA,2768807,https://trendlyne.com/research-reports/stock/2768807/NIVABUPA/,1.34E+11,General Insurance,Banking and Finance,544286
Fine Organic Industries Ltd,FINEORG,92286,https://trendlyne.com/research-reports/stock/92286/FINEORG/,1.34E+11,Specialty Chemicals,Chemicals & Petrochemicals,541557
Jubilant Pharmova Ltd,JUBLPHARMA,700,https://trendlyne.com/research-reports/stock/700/JUBLPHARMA/,1.34E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,530019
Sansera Engineering Ltd,SANSERA,658068,https://trendlyne.com/research-reports/stock/658068/SANSERA/,1.33E+11,Auto Parts & Equipment,Automobiles & Auto Components,543358
Jbm Auto Ltd,JBMA,667,https://trendlyne.com/research-reports/stock/667/JBMA/,1.33E+11,Auto Parts & Equipment,Automobiles & Auto Components,532605
Jsw Holdings Ltd,JSWHL,698,https://trendlyne.com/research-reports/stock/698/JSWHL/,1.32E+11,Holding Companies,Diversified,532642
Dr Agarwals Health Care Ltd,AGARWALEYE,2949904,https://trendlyne.com/research-reports/stock/2949904/AGARWALEYE/,1.32E+11,Healthcare Facilities,Healthcare,544350
Lmw Ltd,LMW,785,https://trendlyne.com/research-reports/stock/785/LMW/,1.32E+11,,,
Maharashtra Scooters Ltd,MAHSCOOTER,819,https://trendlyne.com/research-reports/stock/819/MAHSCOOTER/,1.30E+11,,,
Tega Industries Ltd,TEGA,743298,https://trendlyne.com/research-reports/stock/743298/TEGA/,1.30E+11,Coal & Mining,Metals & Mining,543413
Pg Electroplast Ltd,PGEL,1031,https://trendlyne.com/research-reports/stock/1031/PGEL/,1.30E+11,Consumer Electronics,Consumer Durables,533581
Shriram Pistons Rings Ltd,SHRIPISTON,87722,https://trendlyne.com/research-reports/stock/87722/SHRIPISTON/,1.29E+11,Auto Parts & Equipment,Automobiles & Auto Components,544344
Alembic Pharmaceuticals Ltd,APLLTD,92,https://trendlyne.com/research-reports/stock/92/APLLTD/,1.29E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,533573
Rubicon Research Ltd,RUBICON,3283430,https://trendlyne.com/research-reports/stock/3283430/RUBICON/,1.28E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,544578
Aditya Birla Real Estate Ltd,ABREL,253,https://trendlyne.com/research-reports/stock/253/ABREL/,1.27E+11,,,
Gabriel India Ltd,GABRIEL,429,https://trendlyne.com/research-reports/stock/429/GABRIEL/,1.26E+11,,,
Deepak Fertilisers Petrochemicals Corporation Ltd,DEEPAKFERT,317,https://trendlyne.com/research-reports/stock/317/DEEPAKFERT/,1.25E+11,,,
Jammu Kashmir Bank Ltd,J&KBANK,653,https://trendlyne.com/research-reports/stock/653/J&KBANK/,1.25E+11,Banks,Banking and Finance,532209
Ola Electric Mobility Ltd,OLAELEC,2484734,https://trendlyne.com/research-reports/stock/2484734/OLAELEC/,1.25E+11,2/3 Wheelers,Automobiles & Auto Components,544225
Graphite India Ltd,GRAPHITE,489,https://trendlyne.com/research-reports/stock/489/GRAPHITE/,1.25E+11,,,
Sobha Ltd,SOBHA,1261,https://trendlyne.com/research-reports/stock/1261/SOBHA/,1.24E+11,Realty,Realty,532784
Usha Martin Ltd,USHAMART,1456,https://trendlyne.com/research-reports/stock/1456/USHAMART/,1.24E+11,,,
Beml Ltd,BEML,176,https://trendlyne.com/research-reports/stock/176/BEML/,1.24E+11,,,
Zen Technologies Ltd,ZENTEC,1580,https://trendlyne.com/research-reports/stock/1580/ZENTEC/,1.23E+11,Aerospace & Defence,General Industrials,533339
Zensar Technologies Ltd,ZENSARTECH,1544,https://trendlyne.com/research-reports/stock/1544/ZENSARTECH/,1.23E+11,,,
Trident Ltd,TRIDENT,1415,https://trendlyne.com/research-reports/stock/1415/TRIDENT/,1.23E+11,Textiles,Textiles Apparels & Accessories,521064
Jindal Saw Ltd,JINDALSAW,676,https://trendlyne.com/research-reports/stock/676/JINDALSAW/,1.22E+11,,,
Techno Electric Engineering Company Ltd,TECHNOE,118204,https://trendlyne.com/research-reports/stock/118204/TECHNOE/,1.22E+11,Power - Electric Utilities,Utilities,542141
Finolex Cables Ltd,FINCABLES,416,https://trendlyne.com/research-reports/stock/416/FINCABLES/,1.22E+11,,,
Alivus Life Sciences Ltd,ALIVUS,606572,https://trendlyne.com/research-reports/stock/606572/ALIVUS/,1.21E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,543322
Indiamart Intermesh Ltd,INDIAMART,149049,https://trendlyne.com/research-reports/stock/149049/INDIAMART/,1.21E+11,Internet & Catalogue Retail,Retailing,542726
Uti Asset Management Company Ltd,UTIAMC,305194,https://trendlyne.com/research-reports/stock/305194/UTIAMC/,1.21E+11,Asset Management Cos.,Banking and Finance,543238
Minda Corporation Ltd,MINDACORP,863,https://trendlyne.com/research-reports/stock/863/MINDACORP/,1.20E+11,Auto Parts & Equipment,Automobiles & Auto Components,538962
Paradeep Phosphates Ltd,PARADEEP,895889,https://trendlyne.com/research-reports/stock/895889/PARADEEP/,1.20E+11,Fertilizers,Fertilizers,543530
Caplin Point Laboratories Ltd,CAPLIPOINT,237,https://trendlyne.com/research-reports/stock/237/CAPLIPOINT/,1.19E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,524742
Devyani International Ltd,DEVYANI,616664,https://trendlyne.com/research-reports/stock/616664/DEVYANI/,1.19E+11,Restaurants,Hotels Restaurants & Tourism,543330
Tbo Tek Ltd,TBOTEK,2245414,https://trendlyne.com/research-reports/stock/2245414/TBOTEK/,1.19E+11,Travel Support Services,Diversified Consumer Services,544174
Allied Blenders Distillers Ltd,ABDL,2365668,https://trendlyne.com/research-reports/stock/2365668/ABDL/,1.19E+11,Breweries & Distilleries,"Food, Beverages & Tobacco",544203
Cupid Ltd,CUPID,3405,https://trendlyne.com/research-reports/stock/3405/CUPID/,1.18E+11,Personal Products,FMCG,530843
Cohance Lifesciences Ltd,COHANCE,191143,https://trendlyne.com/research-reports/stock/191143/COHANCE/,1.18E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,543064
Ircon International Ltd,IRCON,109297,https://trendlyne.com/research-reports/stock/109297/IRCON/,1.18E+11,Construction & Engineering,Cement and Construction,541956
Brainbees Solutions Ltd,FIRSTCRY,2487439,https://trendlyne.com/research-reports/stock/2487439/FIRSTCRY/,1.17E+11,Internet & Catalogue Retail,Retailing,544226
Rainbow Childrens Medicare Ltd,RAINBOW,877862,https://trendlyne.com/research-reports/stock/877862/RAINBOW/,1.17E+11,Healthcare Facilities,Healthcare,543524
Blue Dart Express Ltd,BLUEDART,208,https://trendlyne.com/research-reports/stock/208/BLUEDART/,1.16E+11,Warehousing & Logistics,Transportation,526612
Ingersoll Rand India Ltd,INGERRAND,631,https://trendlyne.com/research-reports/stock/631/INGERRAND/,1.16E+11,,,
Jm Financial Ltd,JMFINANCIL,689,https://trendlyne.com/research-reports/stock/689/JMFINANCIL/,1.15E+11,Holding Companies,Diversified,523405
Privi Speciality Chemicals Ltd,PRIVISCL,1723,https://trendlyne.com/research-reports/stock/1723/PRIVISCL/,1.15E+11,Specialty Chemicals,Chemicals & Petrochemicals,530117
Aditya Birla Lifestyle Brands Ltd,ABLBL,3148199,https://trendlyne.com/research-reports/stock/3148199/ABLBL/,1.14E+11,Specialty Retail,Retailing,544403
Indegene Ltd,INDGN,2242832,https://trendlyne.com/research-reports/stock/2242832/INDGN/,1.14E+11,Healthcare Services,Healthcare,544172
Inox India Ltd,INOXINDIA,1830843,https://trendlyne.com/research-reports/stock/1830843/INOXINDIA/,1.13E+11,Other Industrial Products,General Industrials,544046
Engineers India Ltd,ENGINERSIN,380,https://trendlyne.com/research-reports/stock/380/ENGINERSIN/,1.13E+11,Consulting Services,Commercial Services & Supplies,532178
Skf India Industrial Ltd,SKFINDUS,3353111,https://trendlyne.com/research-reports/stock/3353111/SKFINDUS/,1.13E+11,Abrasives & Bearings,General Industrials,544572
Happy Forgings Ltd,HAPPYFORGE,1833301,https://trendlyne.com/research-reports/stock/1833301/HAPPYFORGE/,1.12E+11,Castings & Forgings,General Industrials,544057
Jk Tyre Industries Ltd,JKTYRE,687,https://trendlyne.com/research-reports/stock/687/JKTYRE/,1.12E+11,Auto Tyres & Rubber Products,Automobiles & Auto Components,530007
Kirloskar Brothers Ltd,KIRLOSBROS,744,https://trendlyne.com/research-reports/stock/744/KIRLOSBROS/,1.12E+11,,,
Central Mine Planning Design Institute Ltd,CMPDI,3457158,https://trendlyne.com/research-reports/stock/3457158/CMPDI/,1.11E+11,Consulting Services,Commercial Services & Supplies,544739
India Cements Ltd,INDIACEM,607,https://trendlyne.com/research-reports/stock/607/INDIACEM/,1.11E+11,Cement & Cement Products,Cement and Construction,530005
Welspun Living Ltd,WELSPUNLIV,1518,https://trendlyne.com/research-reports/stock/1518/WELSPUNLIV/,1.11E+11,,,
Bls International Services Ltd,BLS,4751,https://trendlyne.com/research-reports/stock/4751/BLS/,1.11E+11,Travel Support Services,Diversified Consumer Services,540073
Thangamayil Jewellery Ltd,THANGAMAYL,1384,https://trendlyne.com/research-reports/stock/1384/THANGAMAYL/,1.10E+11,Gems & Jewellery,Textiles Apparels & Accessories,533158
Mtar Technologies Ltd,MTARTECH,436155,https://trendlyne.com/research-reports/stock/436155/MTARTECH/,1.10E+11,Aerospace & Defence,General Industrials,543270
Lumax Auto Technologies Ltd,LUMAXTECH,803,https://trendlyne.com/research-reports/stock/803/LUMAXTECH/,1.10E+11,Auto Parts & Equipment,Automobiles & Auto Components,532796
Hfcl Ltd,HFCL,543,https://trendlyne.com/research-reports/stock/543/HFCL/,1.10E+11,,,
Can Fin Homes Ltd,CANFINHOME,234,https://trendlyne.com/research-reports/stock/234/CANFINHOME/,1.10E+11,,,
Jupiter Wagons Ltd,JWL,245,https://trendlyne.com/research-reports/stock/245/JWL/,1.10E+11,Commercial Vehicles,Automobiles & Auto Components,533272
Godrej Agrovet Ltd,GODREJAGRO,62812,https://trendlyne.com/research-reports/stock/62812/GODREJAGRO/,1.10E+11,Other Agricultural Products,"Food, Beverages & Tobacco",540743
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,175415,https://trendlyne.com/research-reports/stock/175415/UJJIVANSFB/,1.08E+11,Microfinance Institutions,Banking and Finance,542904
Concord Biotech Ltd,CONCORDBIO,1587026,https://trendlyne.com/research-reports/stock/1587026/CONCORDBIO/,1.07E+11,Biotechnology,Pharmaceuticals & Biotechnology,543960
Indian Energy Exchange Ltd,IEX,63143,https://trendlyne.com/research-reports/stock/63143/IEX/,1.06E+11,Capital Markets,Banking and Finance,540750
Shipping Corporation Of India Ltd,SCI,1196,https://trendlyne.com/research-reports/stock/1196/SCI/,1.06E+11,Shipping,Transportation,523598
Five Star Business Finance Ltd,FIVESTAR,1114733,https://trendlyne.com/research-reports/stock/1114733/FIVESTAR/,1.06E+11,Finance (including NBFCs),Banking and Finance,543663
Heg Ltd,HEG,535,https://trendlyne.com/research-reports/stock/535/HEG/,1.06E+11,,,
Sanofi Consumer Healthcare India Ltd,SANOFICONR,2638456,https://trendlyne.com/research-reports/stock/2638456/SANOFICONR/,1.05E+11,Pharmaceuticals,Pharmaceuticals & Biotechnology,544250
Signatureglobal India Ltd,SIGNATURE,1696785,https://trendlyne.com/research-reports/stock/1696785/SIGNATURE/,1.05E+11,Realty,Realty,543990
