Stock Name,Ticker,Trendlyne ID,Research Report URL,MarketCap,Industry Name,Sector Name,BSE Ticker
Daulat Securities Ltd,DAULAT,3274,https://trendlyne.com/research-reports/stock/3274/DAULAT/,0,,,
Oscar Global Ltd,OSCARGLO,3275,https://trendlyne.com/research-reports/stock/3275/OSCARGLO/,0,,,
Odyssey Technologies Ltd,ODYSSEY,3276,https://trendlyne.com/research-reports/stock/3276/ODYSSEY/,0,,,
Vk Global Industries Ltd,SPSINT,3277,https://trendlyne.com/research-reports/stock/3277/SPSINT/,0,,,
Rsc International Ltd,RSCINT,3278,https://trendlyne.com/research-reports/stock/3278/RSCINT/,0,,,
Surat Trade And Mercantile Ltd,SURATEX,3279,https://trendlyne.com/research-reports/stock/3279/SURATEX/,0,,,
Atharv Enterprises Ltd,ATHARVENT,3280,https://trendlyne.com/research-reports/stock/3280/ATHARVENT/,0,,,
Lotus Chocolate Company Ltd,LOTUSCHO,2950,https://trendlyne.com/research-reports/stock/2950/LOTUSCHO/,8504600000,Packaged Foods,FMCG,523475
Kallam Textiles Ltd,KALLAM,3282,https://trendlyne.com/research-reports/stock/3282/KALLAM/,0,,,
Brawn Biotech Ltd,BRAWN,3283,https://trendlyne.com/research-reports/stock/3283/BRAWN/,0,,,
Fortune International Ltd,FORINTL,3284,https://trendlyne.com/research-reports/stock/3284/FORINTL/,0,,,
Indo Rama Synthetics India Ltd,INDORAMA,615,https://trendlyne.com/research-reports/stock/615/INDORAMA/,8501844555,,,
Western Carriers India Ltd,WCIL,2629536,https://trendlyne.com/research-reports/stock/2629536/WCIL/,8496900000,Warehousing & Logistics,Transportation,544258
Subhash Silk Mills Ltd,SUBSM,3287,https://trendlyne.com/research-reports/stock/3287/SUBSM/,0,,,
Arisinfra Solutions Ltd,ARIS,2938268,https://trendlyne.com/research-reports/stock/2938268/ARIS/,8478600000,Construction Materials,Cement and Construction,544419
Kjmc Financial Services Ltd,KJMCFIN,3289,https://trendlyne.com/research-reports/stock/3289/KJMCFIN/,0,,,
Andrew Yule Company Ltd,ANDREWYU,3107,https://trendlyne.com/research-reports/stock/3107/ANDREWYU/,8478400000,Tea & Coffee,"Food, Beverages & Tobacco",526173
Bridge Securities Ltd,BRIDGESE,3292,https://trendlyne.com/research-reports/stock/3292/BRIDGESE/,0,,,
Risa International Ltd,RISAINTL,3293,https://trendlyne.com/research-reports/stock/3293/RISAINTL/,0,,,
Rajasthan Tube Manufacturing Company Ltd,RAJTUBE,3294,https://trendlyne.com/research-reports/stock/3294/RAJTUBE/,0,,,
Kay Power And Paper Ltd,KAYPOWR,3295,https://trendlyne.com/research-reports/stock/3295/KAYPOWR/,0,,,
Inter State Oil Carrier Ltd,INTSTOIL,3296,https://trendlyne.com/research-reports/stock/3296/INTSTOIL/,0,,,
Global Capital Markets Ltd,GLOBALCA,3298,https://trendlyne.com/research-reports/stock/3298/GLOBALCA/,0,,,
Sainik Finance Industries Ltd,SAINIK,3299,https://trendlyne.com/research-reports/stock/3299/SAINIK/,0,,,
Arigato Universe Ltd,SABOOBR,3300,https://trendlyne.com/research-reports/stock/3300/SABOOBR/,0,,,
Rich Universe Network Ltd,RICHUNV,3301,https://trendlyne.com/research-reports/stock/3301/RICHUNV/,0,,,
Quantum Digital Vision India Ltd,QUANTDIA,3302,https://trendlyne.com/research-reports/stock/3302/QUANTDIA/,0,,,
S P Capital Financing Ltd,SPCAPIT,3303,https://trendlyne.com/research-reports/stock/3303/SPCAPIT/,0,,,
Paos Industries Ltd,RAJAGRO,3304,https://trendlyne.com/research-reports/stock/3304/RAJAGRO/,0,,,
Zuari Agro Chemicals Ltd,ZUARI,1548,https://trendlyne.com/research-reports/stock/1548/ZUARI/,8462100000,Fertilizers,Fertilizers,534742
Mamata Machinery Ltd,MAMATA,2858205,https://trendlyne.com/research-reports/stock/2858205/MAMATA/,8425700000,Industrial Machinery,General Industrials,544318
Chandra Prabhu International Ltd,CHANDRAP,3307,https://trendlyne.com/research-reports/stock/3307/CHANDRAP/,0,,,
Deccan Cements Ltd,DECCANCE,315,https://trendlyne.com/research-reports/stock/315/DECCANCE/,8405963588,,,
Hindustan Tin Works Ltd,HINDTINWRK,3309,https://trendlyne.com/research-reports/stock/3309/HINDTINWRK/,0,,,
Godavari Drugs Ltd,GODAVARI,3310,https://trendlyne.com/research-reports/stock/3310/GODAVARI/,0,,,
The Yamuna Syndicate Ltd,YAMUNA,83167,https://trendlyne.com/research-reports/stock/83167/YAMUNA/,8393600000,Commodity Trading  & Distribution,Commercial Services & Supplies,540980
Mukesh Babu Financial Services Ltd,MUKESHB,3314,https://trendlyne.com/research-reports/stock/3314/MUKESHB/,0,,,
Scoda Tubes Ltd,SCODATUBES,3113227,https://trendlyne.com/research-reports/stock/3113227/SCODATUBES/,8381300000,Iron & Steel Products,Metals & Mining,544411
Kbs India Ltd,KBSINDIA,3317,https://trendlyne.com/research-reports/stock/3317/KBSINDIA/,0,,,
Prabhhans Industries Ltd,SEAGOLD,3318,https://trendlyne.com/research-reports/stock/3318/SEAGOLD/,0,,,
Vamshi Rubber Ltd,VAMSHIRU,3319,https://trendlyne.com/research-reports/stock/3319/VAMSHIRU/,0,,,
Vinyoflex Ltd,VINYOFL,3321,https://trendlyne.com/research-reports/stock/3321/VINYOFL/,0,,,
Jindal Capital Ltd,JINDCAP,3323,https://trendlyne.com/research-reports/stock/3323/JINDCAP/,0,,,
Epic Energy Ltd,EPIC,3324,https://trendlyne.com/research-reports/stock/3324/EPIC/,0,,,
Sumedha Fiscal Services Ltd,SUMEDHA,3325,https://trendlyne.com/research-reports/stock/3325/SUMEDHA/,0,,,
Kuwer Industries Ltd,KUWERIN,3326,https://trendlyne.com/research-reports/stock/3326/KUWERIN/,0,,,
Choksi Asia Ltd,CHOKSI,3327,https://trendlyne.com/research-reports/stock/3327/CHOKSI/,0,,,
Ashish Polyplast Ltd,ASHISHPO,3328,https://trendlyne.com/research-reports/stock/3328/ASHISHPO/,0,,,
Shiva Global Agro Industries Ltd,SHIVAAGRO,3330,https://trendlyne.com/research-reports/stock/3330/SHIVAAGRO/,0,,,
Siddha Ventures Ltd,SIDDHA,3331,https://trendlyne.com/research-reports/stock/3331/SIDDHA/,0,,,
Kiran Syntex Ltd,KIRANSY-B,3333,https://trendlyne.com/research-reports/stock/3333/KIRANSY-B/,0,,,
Sumeru Industries Ltd,SUMERUIND,3334,https://trendlyne.com/research-reports/stock/3334/SUMERUIND/,0,,,
Rungta Irrigation Ltd,RUNGTAIR,3335,https://trendlyne.com/research-reports/stock/3335/RUNGTAIR/,0,,,
Dwarikesh Sugar Industries Ltd,DWARKESH,350,https://trendlyne.com/research-reports/stock/350/DWARKESH/,8359000000,Sugar,"Food, Beverages & Tobacco",532610
Valson Industries Ltd,VALSONQ,3337,https://trendlyne.com/research-reports/stock/3337/VALSONQ/,0,,,
Saboo Sodium Chloro Ltd,SABOOSOD,3338,https://trendlyne.com/research-reports/stock/3338/SABOOSOD/,0,,,
Gsl Securities Ltd,GSLSEC,3339,https://trendlyne.com/research-reports/stock/3339/GSLSEC/,0,,,
Skm Egg Products Export India Ltd,SKMEGGPROD,1253,https://trendlyne.com/research-reports/stock/1253/SKMEGGPROD/,8358700000,Other Food & Beverages,"Food, Beverages & Tobacco",532143
United Foodbrands Ltd,UFBL,454003,https://trendlyne.com/research-reports/stock/454003/UFBL/,8310600000,Restaurants,Hotels Restaurants & Tourism,543283
Dharmaj Crop Guard Ltd,DHARMAJ,1157336,https://trendlyne.com/research-reports/stock/1157336/DHARMAJ/,8284700000,Agrochemicals,Chemicals & Petrochemicals,543687
Oriental Aromatics Ltd,OAL,2033,https://trendlyne.com/research-reports/stock/2033/OAL/,8249501249,,,
Terai Tea Company Ltd,TERAI,3346,https://trendlyne.com/research-reports/stock/3346/TERAI/,0,,,
Manraj Housing Finance Ltd,MANRAJH,3347,https://trendlyne.com/research-reports/stock/3347/MANRAJH/,0,,,
Cosco India Ltd,COSCO,3348,https://trendlyne.com/research-reports/stock/3348/COSCO/,0,,,
Popees Cares Ltd,SSLFINANCE,3349,https://trendlyne.com/research-reports/stock/3349/SSLFINANCE/,0,,,
Explicit Finance Ltd,EXPLICITFIN,3350,https://trendlyne.com/research-reports/stock/3350/EXPLICITFIN/,0,,,
Ladderup Finance Ltd,LADDERUP,3351,https://trendlyne.com/research-reports/stock/3351/LADDERUP/,0,,,
Om Infra Ltd,OMINFRAL,971,https://trendlyne.com/research-reports/stock/971/OMINFRAL/,8244600000,Construction & Engineering,Cement and Construction,531092
Ekam Leasing Finance Company Ltd,EKAMLEA,3353,https://trendlyne.com/research-reports/stock/3353/EKAMLEA/,0,,,
Swastika Investmart Ltd,SWASTIKA,3354,https://trendlyne.com/research-reports/stock/3354/SWASTIKA/,0,,,
Nahar Spinning Mills Ltd,NAHARSPING,906,https://trendlyne.com/research-reports/stock/906/NAHARSPING/,8201610687,,,
Telecanor Global Ltd,TELECANOR,3356,https://trendlyne.com/research-reports/stock/3356/TELECANOR/,0,,,
Gujarat Kidney And Super Speciality Ltd,GKSL,3363907,https://trendlyne.com/research-reports/stock/3363907/GKSL/,8181600000,Healthcare Facilities,Healthcare,544666
Carnation Industries Ltd,CARNATIN,3358,https://trendlyne.com/research-reports/stock/3358/CARNATIN/,0,,,
Sturdy Industries Ltd,STURDY,3359,https://trendlyne.com/research-reports/stock/3359/STURDY/,0,,,
Garg Furnace Ltd,GARGFUR,3360,https://trendlyne.com/research-reports/stock/3360/GARGFUR/,0,,,
Swelect Energy Systems Ltd,SWELECTES,1340,https://trendlyne.com/research-reports/stock/1340/SWELECTES/,8165300000,Heavy Electrical Equipment,General Industrials,532051
Akar Auto Industries Ltd,AKARTOOL,3362,https://trendlyne.com/research-reports/stock/3362/AKARTOOL/,0,,,
Stel Holdings Ltd,STEL,1294,https://trendlyne.com/research-reports/stock/1294/STEL/,8152700000,Holding Companies,Diversified,533316
Fredun Pharmaceuticals Ltd,FREDUN,4347,https://trendlyne.com/research-reports/stock/4347/FREDUN/,8142800000,Pharmaceuticals,Pharmaceuticals & Biotechnology,539730
Zenith Healthcare Ltd,ZENITHHE,3366,https://trendlyne.com/research-reports/stock/3366/ZENITHHE/,0,,,
York Exports Ltd,YORKEXP,3367,https://trendlyne.com/research-reports/stock/3367/YORKEXP/,0,,,
Wanbury Ltd,WANBURY,1510,https://trendlyne.com/research-reports/stock/1510/WANBURY/,8049700000,Pharmaceuticals,Pharmaceuticals & Biotechnology,524212
Lykis Ltd,LYKISLTD,3370,https://trendlyne.com/research-reports/stock/3370/LYKISLTD/,0,,,
Prime Property Development Corporation Ltd,PRIMEPRO,3371,https://trendlyne.com/research-reports/stock/3371/PRIMEPRO/,0,,,
Zenlabs Ethica Ltd,NEELKATEC,3372,https://trendlyne.com/research-reports/stock/3372/NEELKATEC/,0,,,
Anirit Ventures Ltd,FLORATX,3375,https://trendlyne.com/research-reports/stock/3375/FLORATX/,0,,,
Gowra Leasing Finance Ltd,GOWRALE,3376,https://trendlyne.com/research-reports/stock/3376/GOWRALE/,0,,,
Jagan Lamps Ltd,JAGANLAM,3377,https://trendlyne.com/research-reports/stock/3377/JAGANLAM/,0,,,
Asit C Mehta Financial Services Ltd,ASITCFIN,3379,https://trendlyne.com/research-reports/stock/3379/ASITCFIN/,0,,,
Encode Packaging India Ltd,NOVAPUB,3380,https://trendlyne.com/research-reports/stock/3380/NOVAPUB/,0,,,
Super Bakers India Ltd,SUPERBAK,3381,https://trendlyne.com/research-reports/stock/3381/SUPERBAK/,0,,,
Kellton Tech Solutions Ltd,KELLTONTEC,1982,https://trendlyne.com/research-reports/stock/1982/KELLTONTEC/,8024200000,IT Consulting & Software,Software & Services,519602
Challani Capital Ltd,INDOASIAF,3383,https://trendlyne.com/research-reports/stock/3383/INDOASIAF/,0,,,
Agarwal Fortune India Ltd,DEVKI,3384,https://trendlyne.com/research-reports/stock/3384/DEVKI/,0,,,
Klg Capital Services Ltd,KLGCAP,3385,https://trendlyne.com/research-reports/stock/3385/KLGCAP/,0,,,
Dynamic Portfolio Management Services Ltd,DYNAMICP,3387,https://trendlyne.com/research-reports/stock/3387/DYNAMICP/,0,,,
Inland Printers Ltd,INLANPR,3390,https://trendlyne.com/research-reports/stock/3390/INLANPR/,0,,,
Ceejay Finance Ltd,CEEJAY,3391,https://trendlyne.com/research-reports/stock/3391/CEEJAY/,0,,,
Suncity Synthetics Ltd,SUNCITYSY,3392,https://trendlyne.com/research-reports/stock/3392/SUNCITYSY/,0,,,
Shree Ganesh Elastoplast Ltd,SHGANEL,3393,https://trendlyne.com/research-reports/stock/3393/SHGANEL/,0,,,
Anna Infrastructures Ltd,ANNAINFRA,3394,https://trendlyne.com/research-reports/stock/3394/ANNAINFRA/,0,,,
Bnr Udyog Ltd,BNRUDY,3397,https://trendlyne.com/research-reports/stock/3397/BNRUDY/,0,,,
Sspdl Ltd,SSPDL,3400,https://trendlyne.com/research-reports/stock/3400/SSPDL/,0,,,
Daikaffil Chemicals India Ltd,DAIKAFFI,3401,https://trendlyne.com/research-reports/stock/3401/DAIKAFFI/,0,,,
Cil Securities Ltd,CILSEC,3402,https://trendlyne.com/research-reports/stock/3402/CILSEC/,0,,,
Clio Infotech Ltd,CLIOINFO,3403,https://trendlyne.com/research-reports/stock/3403/CLIOINFO/,0,,,
Arrow Greentech Ltd,ARROWGREEN,1726,https://trendlyne.com/research-reports/stock/1726/ARROWGREEN/,8004751519,,,
Borana Weaves Ltd,BORANA,3101965,https://trendlyne.com/research-reports/stock/3101965/BORANA/,7984300000,Textiles,Textiles Apparels & Accessories,544404
Hipolin Ltd,HIPOLIN,3407,https://trendlyne.com/research-reports/stock/3407/HIPOLIN/,0,,,
Gdl Leasing Finance Ltd,GDLLEAS,3408,https://trendlyne.com/research-reports/stock/3408/GDLLEAS/,0,,,
Mic Electronics Ltd,MICEL,861,https://trendlyne.com/research-reports/stock/861/MICEL/,7960600000,Electronic Components,Commercial Services & Supplies,532850
Gem Aromatics Ltd,GEMAROMA,3220743,https://trendlyne.com/research-reports/stock/3220743/GEMAROMA/,7950500000,Specialty Chemicals,Chemicals & Petrochemicals,544491
Innovision Ltd,INNOVISION,3448663,https://trendlyne.com/research-reports/stock/3448663/INNOVISION/,7945300000,Misc. Commercial Services,Commercial Services & Supplies,544732
Super Crop Safe Ltd,SUCROSA,3415,https://trendlyne.com/research-reports/stock/3415/SUCROSA/,0,,,
N G Industries Ltd,NGIND,3418,https://trendlyne.com/research-reports/stock/3418/NGIND/,0,,,
Asia Pack Ltd,ASIAPAK,3419,https://trendlyne.com/research-reports/stock/3419/ASIAPAK/,0,,,
Erp Soft Systems Ltd,ERPSOFT,3421,https://trendlyne.com/research-reports/stock/3421/ERPSOFT/,0,,,
Integrated Thermoplastic Ltd,INTETHR,3423,https://trendlyne.com/research-reports/stock/3423/INTETHR/,0,,,
Ramsons Projects Ltd,RAMSONS,3425,https://trendlyne.com/research-reports/stock/3425/RAMSONS/,0,,,
Vtm Ltd,VTMLTD,1505,https://trendlyne.com/research-reports/stock/1505/VTMLTD/,7945000000,Textiles,Textiles Apparels & Accessories,532893
Stanpacks India Ltd,STANPACK,3427,https://trendlyne.com/research-reports/stock/3427/STANPACK/,0,,,
Ram Info Ltd,RAMINFO,3429,https://trendlyne.com/research-reports/stock/3429/RAMINFO/,0,,,
Sunil Agro Foods Ltd,SUNILAGR,3430,https://trendlyne.com/research-reports/stock/3430/SUNILAGR/,0,,,
Diana Tea Company Ltd,DIANATEA,3432,https://trendlyne.com/research-reports/stock/3432/DIANATEA/,0,,,
Alfa Ica India Ltd,ALFAICA,3435,https://trendlyne.com/research-reports/stock/3435/ALFAICA/,0,,,
Niit Ltd,NIITLTD,941,https://trendlyne.com/research-reports/stock/941/NIITLTD/,7902074809,,,
India Home Loan Ltd,INDIAHOME,3437,https://trendlyne.com/research-reports/stock/3437/INDIAHOME/,0,,,
Jpt Securities Ltd,JPTSEC,3438,https://trendlyne.com/research-reports/stock/3438/JPTSEC/,0,,,
Roopa Industries Ltd,ROOPAIND,3439,https://trendlyne.com/research-reports/stock/3439/ROOPAIND/,0,,,
Sarthak Global Ltd,SARTHAKGL,3440,https://trendlyne.com/research-reports/stock/3440/SARTHAKGL/,0,,,
Unique Organics Ltd,UNIQUEO,3441,https://trendlyne.com/research-reports/stock/3441/UNIQUEO/,0,,,
Swarna Securities Ltd,SWRNASE,3442,https://trendlyne.com/research-reports/stock/3442/SWRNASE/,0,,,
Venmax Drugs Pharmaceuticals Ltd,VENMAX,3443,https://trendlyne.com/research-reports/stock/3443/VENMAX/,0,,,
Arihants Securities Ltd,ARISE,3444,https://trendlyne.com/research-reports/stock/3444/ARISE/,0,,,
Visagar Financial Services Ltd,VISAGAR,3445,https://trendlyne.com/research-reports/stock/3445/VISAGAR/,0,,,
Libord Securities Ltd,LIBORD,3446,https://trendlyne.com/research-reports/stock/3446/LIBORD/,0,,,
Bharat Textiles Proofing Industries Ltd,BHATEXT,3447,https://trendlyne.com/research-reports/stock/3447/BHATEXT/,0,,,
Regal Entertainment Consultants Ltd,REGAL,3448,https://trendlyne.com/research-reports/stock/3448/REGAL/,0,,,
Indo Borax Chemicals Ltd,INDOBORAX,3018,https://trendlyne.com/research-reports/stock/3018/INDOBORAX/,7900200000,Commodity Chemicals,Chemicals & Petrochemicals,524342
Jitf Infralogistics Ltd,JITFINFRA,61524,https://trendlyne.com/research-reports/stock/61524/JITFINFRA/,7840900000,Utilities:Non-Electrical,Utilities,540311
Dhanvantri Jeevan Rekha Ltd,ZDHJERK,3451,https://trendlyne.com/research-reports/stock/3451/ZDHJERK/,0,,,
Neelkanth Rock Minerals Ltd,NEELKAN,3453,https://trendlyne.com/research-reports/stock/3453/NEELKAN/,0,,,
Vintage Securities Ltd,VINTAGES,3454,https://trendlyne.com/research-reports/stock/3454/VINTAGES/,0,,,
New Delhi Television Ltd,NDTV,922,https://trendlyne.com/research-reports/stock/922/NDTV/,7828900000,Broadcasting & Cable TV,Media,532529
Contil India Ltd,CONTILI,3457,https://trendlyne.com/research-reports/stock/3457/CONTILI/,0,,,
Suyog Telematics Ltd,SUYOG,4007,https://trendlyne.com/research-reports/stock/4007/SUYOG/,7810000000,Other Telecom Services,Telecom Services,537259
Vascon Engineers Ltd,VASCONEQ,1471,https://trendlyne.com/research-reports/stock/1471/VASCONEQ/,7754900000,Construction & Engineering,Cement and Construction,533156
Nihar Info Global Ltd,NIHARINF,3460,https://trendlyne.com/research-reports/stock/3460/NIHARINF/,0,,,
United Credit Ltd,UNITDCR,3462,https://trendlyne.com/research-reports/stock/3462/UNITDCR/,0,,,
Ester Industries Ltd,ESTER,394,https://trendlyne.com/research-reports/stock/394/ESTER/,7735657033,,,
Gothi Plascon India Ltd,GOTHIPL,3464,https://trendlyne.com/research-reports/stock/3464/GOTHIPL/,0,,,
Eldeco Housing Industries Ltd,ELDEHSG,2937,https://trendlyne.com/research-reports/stock/2937/ELDEHSG/,7684000000,Realty,Realty,523329
Quick Heal Technologies Ltd,QUICKHEAL,1958,https://trendlyne.com/research-reports/stock/1958/QUICKHEAL/,7683300000,IT Software Products,Software & Services,539678
Kati Patang Lifestyle Ltd,VIRTUALS,3468,https://trendlyne.com/research-reports/stock/3468/VIRTUALS/,0,,,
Mena Mani Industries Ltd,ANARINDUS,3469,https://trendlyne.com/research-reports/stock/3469/ANARINDUS/,0,,,
Inani Marbles Industries Ltd,INANI,3470,https://trendlyne.com/research-reports/stock/3470/INANI/,0,,,
Gemstone Investments Ltd,GEMSI,3472,https://trendlyne.com/research-reports/stock/3472/GEMSI/,0,,,
Oriental Rail Infrastructure Ltd,ORVENPR,3717,https://trendlyne.com/research-reports/stock/3717/ORVENPR/,7643800000,Other Industrial Products,General Industrials,531859
Epsom Properties Ltd,EPSOMPRO,3475,https://trendlyne.com/research-reports/stock/3475/EPSOMPRO/,0,,,
Alfavision Overseas India Ltd,ALFAVIO,3476,https://trendlyne.com/research-reports/stock/3476/ALFAVIO/,0,,,
Organic Coatings Ltd,ORGCOAT,3477,https://trendlyne.com/research-reports/stock/3477/ORGCOAT/,0,,,
Catvision Ltd,CATVISION,3478,https://trendlyne.com/research-reports/stock/3478/CATVISION/,0,,,
Gic Housing Finance Ltd,GICHSGFIN,454,https://trendlyne.com/research-reports/stock/454/GICHSGFIN/,7640096958,,,
Kemistar Corporation Ltd,KEMISTAR,3481,https://trendlyne.com/research-reports/stock/3481/KEMISTAR/,0,,,
Skp Securities Ltd,SKPSEC,3483,https://trendlyne.com/research-reports/stock/3483/SKPSEC/,0,,,
Advent Hotels International Ltd,ADVENTHTL,3328314,https://trendlyne.com/research-reports/stock/3328314/ADVENTHTL/,7624300000,Hotels,Hotels Restaurants & Tourism,544446
Mefcom Capital Markets Ltd,MEFCOMCAP,3487,https://trendlyne.com/research-reports/stock/3487/MEFCOMCAP/,0,,,
Hemang Resources Ltd,HEMANG,3488,https://trendlyne.com/research-reports/stock/3488/HEMANG/,0,,,
Maan Aluminium Ltd,MAANALU,809,https://trendlyne.com/research-reports/stock/809/MAANALU/,7615700000,Aluminium and Aluminium Products,Metals & Mining,532906
Tavernier Resources Ltd,TAVERNIER,3490,https://trendlyne.com/research-reports/stock/3490/TAVERNIER/,0,,,
Filtron Engineers Ltd,FILTRON,3491,https://trendlyne.com/research-reports/stock/3491/FILTRON/,0,,,
Glance Finance Ltd,GLANCE,3494,https://trendlyne.com/research-reports/stock/3494/GLANCE/,0,,,
Gretex Corporate Services Ltd,GCSL,608074,https://trendlyne.com/research-reports/stock/608074/GCSL/,7588800000,Other Financial Services,Banking and Finance,543324
Tradewell Holdings Ltd,BRANDREAL,3496,https://trendlyne.com/research-reports/stock/3496/BRANDREAL/,0,,,
Spright Agro Ltd,KANSAFB,3497,https://trendlyne.com/research-reports/stock/3497/KANSAFB/,0,,,
Colinz Laboratories Ltd,COLINZ,3500,https://trendlyne.com/research-reports/stock/3500/COLINZ/,0,,,
Nalin Lease Finance Ltd,NALINLEA,3502,https://trendlyne.com/research-reports/stock/3502/NALINLEA/,0,,,
Rts Power Corporation Ltd,RTSPOWR,3503,https://trendlyne.com/research-reports/stock/3503/RTSPOWR/,0,,,
Irm Energy Ltd,IRMENERGY,1748143,https://trendlyne.com/research-reports/stock/1748143/IRMENERGY/,7588200000,Utilities:Non-Electrical,Utilities,544004
Shyama Computronics And Services Ltd,SHYAMAINFO,3506,https://trendlyne.com/research-reports/stock/3506/SHYAMAINFO/,0,,,
Anjani Synthetics Ltd,ANJANI,3507,https://trendlyne.com/research-reports/stock/3507/ANJANI/,0,,,
Allcargo Logistics Ltd,ALLCARGO,59,https://trendlyne.com/research-reports/stock/59/ALLCARGO/,7587100000,Warehousing & Logistics,Transportation,532749
Deco Mica Ltd,DECOMIC,3509,https://trendlyne.com/research-reports/stock/3509/DECOMIC/,0,,,
Rander Corporation Ltd,RANDER,3510,https://trendlyne.com/research-reports/stock/3510/RANDER/,0,,,
Rasi Electrodes Ltd,RASIELEC,3511,https://trendlyne.com/research-reports/stock/3511/RASIELEC/,0,,,
Citi Port Financial Services Ltd,CITIPOR,3512,https://trendlyne.com/research-reports/stock/3512/CITIPOR/,0,,,
Kokuyo Camlin Ltd,KOKUYOCMLN,754,https://trendlyne.com/research-reports/stock/754/KOKUYOCMLN/,7586000000,Commodity Printing/Stationery,Commercial Services & Supplies,523207
Prima Industries Ltd,PRIMAIN,3515,https://trendlyne.com/research-reports/stock/3515/PRIMAIN/,0,,,
Max India Ltd,MAXIND,283181,https://trendlyne.com/research-reports/stock/283181/MAXIND/,7579600000,Holding Companies,Diversified,543223
Optimus Finance Ltd,OPTIFIN,3519,https://trendlyne.com/research-reports/stock/3519/OPTIFIN/,0,,,
Paragon Finance Ltd,PARAGONF,3520,https://trendlyne.com/research-reports/stock/3520/PARAGONF/,0,,,
Pratiksha Chemicals Ltd,PRATIKSH,3521,https://trendlyne.com/research-reports/stock/3521/PRATIKSH/,0,,,
Esha Media Research Ltd,ESHAMEDIA,3522,https://trendlyne.com/research-reports/stock/3522/ESHAMEDIA/,0,,,
Electrotherm India Ltd,ELECTHERM,369,https://trendlyne.com/research-reports/stock/369/ELECTHERM/,7577500000,Iron & Steel Products,Metals & Mining,526608
Progrex Ventures Ltd,PROGRESV,3524,https://trendlyne.com/research-reports/stock/3524/PROGRESV/,0,,,
B2B Software Technologies Ltd,B2BSOFT,3525,https://trendlyne.com/research-reports/stock/3525/B2BSOFT/,0,,,
Nikki Global Finance Ltd,NIKKIGL,3527,https://trendlyne.com/research-reports/stock/3527/NIKKIGL/,0,,,
Radhe Developers India Ltd,RADHEDE,3528,https://trendlyne.com/research-reports/stock/3528/RADHEDE/,0,,,
Kinetic Trust Ltd,KINETRU,3529,https://trendlyne.com/research-reports/stock/3529/KINETRU/,0,,,
Elixir Capital Ltd,ELIXIR,3530,https://trendlyne.com/research-reports/stock/3530/ELIXIR/,0,,,
Synergy Green Industries Ltd,SGIL,108132,https://trendlyne.com/research-reports/stock/108132/SGIL/,7549200000,Other Industrial Products,General Industrials,541929
Pankaj Polymers Ltd,PANKAJPO,3532,https://trendlyne.com/research-reports/stock/3532/PANKAJPO/,0,,,
Indef Manufacturing Ltd,BAJAJINDEF,2996881,https://trendlyne.com/research-reports/stock/2996881/BAJAJINDEF/,7547800000,Industrial Machinery,General Industrials,544364
Cindrella Financial Services Ltd,CINDRELL,3534,https://trendlyne.com/research-reports/stock/3534/CINDRELL/,0,,,
Dhampur Bio Organics Ltd,DBOL,1034034,https://trendlyne.com/research-reports/stock/1034034/DBOL/,7546900000,Sugar,"Food, Beverages & Tobacco",543593
Lead Financial Services Ltd,LEADFIN,3536,https://trendlyne.com/research-reports/stock/3536/LEADFIN/,0,,,
Krishival Foods Ltd,KRISHIVAL,854170,https://trendlyne.com/research-reports/stock/854170/KRISHIVAL/,7539400000,Other Food & Beverages,"Food, Beverages & Tobacco",544416
Artefact Projects Ltd,ARTEFACT,3538,https://trendlyne.com/research-reports/stock/3538/ARTEFACT/,0,,,
Amit International Ltd,AMITINT,3539,https://trendlyne.com/research-reports/stock/3539/AMITINT/,0,,,
Tusaldah Ltd,HIGHSTREE,3540,https://trendlyne.com/research-reports/stock/3540/HIGHSTREE/,0,,,
Nutech Global Ltd,NUTECGLOB,3541,https://trendlyne.com/research-reports/stock/3541/NUTECGLOB/,0,,,
India Power Corporation Ltd,DPSCLTD,341,https://trendlyne.com/research-reports/stock/341/DPSCLTD/,7517655816,,,
Tamilnadu Petroproducts Ltd,TNPETRO,1404,https://trendlyne.com/research-reports/stock/1404/TNPETRO/,7511624172,,,
Ncl Industries Ltd,NCLIND,919,https://trendlyne.com/research-reports/stock/919/NCLIND/,7452275240,,,
Integra Capital Ltd,INTCAPM,3545,https://trendlyne.com/research-reports/stock/3545/INTCAPM/,0,,,
Maruti Global Industries Ltd,MARUTISE,3546,https://trendlyne.com/research-reports/stock/3546/MARUTISE/,0,,,
Jayatma Industries Ltd,SANTASPN,3547,https://trendlyne.com/research-reports/stock/3547/SANTASPN/,0,,,
Roselabs Finance Ltd,ROSELABS,3548,https://trendlyne.com/research-reports/stock/3548/ROSELABS/,0,,,
Charms Industries Ltd,CHARMS,3549,https://trendlyne.com/research-reports/stock/3549/CHARMS/,0,,,
Kretto Syscon Ltd,IDEAOPT,3550,https://trendlyne.com/research-reports/stock/3550/IDEAOPT/,0,,,
Milestone Global Ltd,MILESTONE,3553,https://trendlyne.com/research-reports/stock/3553/MILESTONE/,0,,,
Bervin Investment Leasing Ltd,BERVINL,3554,https://trendlyne.com/research-reports/stock/3554/BERVINL/,0,,,
Ashtasidhhi Industries Ltd,GUJINV,3555,https://trendlyne.com/research-reports/stock/3555/GUJINV/,0,,,
